3,0.0,15.18,0.27
3,1.0,10.63,0.37
3,2.0,14.15,0.49
3,3.0,13.69,0.46
3,4.0,19.17,0.08
4,0.0,12.37,0.36
4,1.0,13.79,0.42
4,2.0,11.25,0.56
4,3.0,11.71,0.6
4,4.0,20.05,0.08
5,0.0,14.75,0.44
5,1.0,13.53,0.48
5,2.0,10.32,0.59
5,3.0,9.28,0.71
5,4.0,6.22,0.18
6,0.0,11.63,0.47
6,1.0,7.62,0.58
6,2.0,8.43,0.69
6,3.0,6.04,0.81
6,4.0,17.14,0.24
7,0.0,12.25,0.48
7,1.0,9.69,0.6
7,2.0,7.11,0.7
7,3.0,4.34,0.85
7,4.0,17.47,0.28
8,0.0,12.67,0.53
8,1.0,9.77,0.61
8,2.0,7.28,0.78
